"id","slug","name","headline","description","avatar_url","website_url","status","platform","doi","start_date","end_date","created_at","updated_at"
"268","cagi6-hmbs","CAGI6: HMBS","Submit the fitness score for each of the variants in the HMBS gene","Hydroxymethylbilane synthase (HMBS), also known as porphobilinogen deaminase (PBGD) or uroporphyrinogen I synthase, is an enzyme involved in heme production. In humans, variants that affect HMBS function result in acute intermittent porphyria (AIP), an autosomal dominant genetic disorder caused by a build-up of porphobilinogen in the cytoplasm. A large library of HMBS missense variants was assessed with respect to their effects on protein function using a high-throughput yeast complementation assay. The challenge is to predict the functional effects of these variants.","","https://genomeinterpretation.org/cagi6-hmbs.html","completed","1","","2021-06-08","2021-10-11","2023-06-23 00:00:00","2023-11-15 22:48:31"
"269","cagi6-id-panel","CAGI6: Intellectual Disability Panel","Analyze data of Intellectual Disability Panel to identify causative variants","The objective in this challenge is to predict a patient's clinical phenotype and the causal variant(s) based on their gene panel sequences. Sequence data for 74 genes from a cohort of 500 patients with a range of neurodevelopmental presentations (intellectual disability, autistic spectrum disorder, epilepsy, microcephaly, macrocephaly, hypotonia, ataxia) has been made available for this challenge. Additional data from 150 patients from the same clinical study is available for training and validation.","","https://genomeinterpretation.org/cagi6-id-panel.html","completed","1","","2021-06-08","2021-10-11","2023-06-23 00:00:00","2023-11-14 19:43:25"
"270","cagi6-mapk1","CAGI6: MAPK1","Predict the ΔΔG(H2O) value for the MAPK1","MAPK1 (ERK2) is active as serine/threonine kinase in the Ras-Raf-MEK-ERK signal transduction cascade that regulates cell proliferation, transcription, differentiation, and cell cycle progression. MAPK1 is activated by phosphorylation which occurs with strict specificity by MEK1/2 on Thr185 and Tyr187, and may also act as a transcriptional repressor independent of its kinase activity. A library of eleven missense variants selected from the COSMIC database was assessed by near and far-UV circular dichroism and intrinsic fluorescence spectra to determine thermodynamic stability at different concentrations of denaturant. These data were used to calculate a ΔΔGH20 value; i.e., the difference in unfolding free energy ΔGH20 between each variant and the wildtype protein, both in phosphorylated and unphosphorylated forms. The challenge is to predict these two ΔΔGH20 values and the catalytic efficiency (kcat/km)mut/(kcat/km)wt, as determined by a fluorescence assay, of the phosphorylated fo...","","https://genomeinterpretation.org/cagi6-mapk1.html","completed","1","","2021-07-08","2021-10-11","2023-06-23 00:00:00","2023-11-15 22:48:43"
"271","cagi6-mapk3","CAGI6: MAPK3","Predict the ΔΔG(H2O) value for the MAPK3","MAPK3 (ERK1) is active as serine/threonine kinase in the Ras-Raf-MEK-ERK signal transduction cascade that regulates cell proliferation, transcription, differentiation, and cell cycle progression. MAPK3 is activated by phosphorylation which occurs with strict specificity by MEK1/2 on Thr202 and Tyr204, and may also act as a transcriptional repressor independent of its kinase activity. A library of twelve missense variants selected from the COSMIC database was assessed by near and far-UV circular dichroism and intrinsic fluorescence spectra to determine thermodynamic stability at different concentrations of denaturant. These data were used to calculate a ΔΔGH20 value; i.e., the difference in unfolding free energy ΔGH20 between each variant and the wildtype protein, both in phosphorylated and unphosphorylated forms. The challenge is to predict these two ΔΔGH20 values and the catalytic efficiency (kcat/km)mut/(kcat/km)wt, as determined by a fluorescence assay, of the phosphorylated fo...","","https://genomeinterpretation.org/cagi6-mapk3.html","completed","1","","2021-08-04","2021-10-11","2023-06-23 00:00:00","2023-11-15 22:48:47"
"272","cagi6-mthfr","CAGI6: MTHFR","Submit predictions for each missense variant in the MTHFR","Methylenetetrahydrofolate reductase (MTHFR) catalyzes the production of 5-methyltetrahydrofolate, which is needed for conversion of homocysteine to methionine. Humans with variants affecting MTHFR function present with a wide range of phenotypes, including homocystinuria, homocysteinemia, developmental delay, severe mental retardation, psychiatric disturbances, and late-onset neurodegenerative disorders. A further complication to interpretation of variants in this gene is a common variant, Ala222Val, carried by a large fraction of the human population. A large library of MTHFR missense variants was assessed with respect to their effects on protein function using a high-throughput yeast complementation assay. The challenge is to predict the functional effects of these variants in two different settings- for the wildtype protein, and  for the protein with the common Ala222Val variant.","","https://genomeinterpretation.org/cagi6-mthfr.html","completed","1","","2021-05-03","2021-06-30","2023-06-23 00:00:00","2023-11-15 22:48:59"
"273","cagi6-prs","CAGI6: Polygenic Risk Scores","Estimate polygenic risk scores (PRS) for complex diseases","Polygenic risk scores (PRS) have potential clinical utility for risk surveillance, prevention and personalized medicine. Participants will be provided with datasets of four real phenotypes (Type 2 Diabetes, Breast Cancer, Inflammatory Bowel Disease and Coronary Artery Disease) and of thirty simulated phenotypes representing a range of genetic architectures of common polygenic diseases. The challenge is to predict the disease outcomes of individuals in held-out validation cohorts.","","https://genomeinterpretation.org/cagi6-prs.html","completed","1","","2021-06-08","2021-10-11","2023-06-23 00:00:00","2023-11-14 19:42:40"
"274","cagi6-rgp","CAGI6: Rare Genomes Project","Identify causative variants in rare disease genomes for diagnosis","The Rare Genomes Project (RGP) is a direct-to-participant research study on the utility of genome sequencing for rare disease diagnosis and gene discovery. The study is led by genomics experts and clinicians at the Broad Institute of MIT and Harvard. Research subjects are consented for genomic sequencing and the sharing of their sequence and phenotype information with researchers working to understand the molecular causes of rare disease. When a candidate disease variant believed to be related to the phenotype is identified, the variant is confirmed with Sanger sequencing in a clinical setting and returned to the participant via his or her local physician. In this challenge, whole genome sequence data and phenotype data from a subset of the solved and unsolved RGP families will be provided. Participants in the challenge will try to identify the causative variant(s) in each case. For the unsolved cases, prioritized variants from the participating teams will be examined to see if ad...","","https://genomeinterpretation.org/cagi6-rgp.html","completed","1","","2021-06-08","2021-10-11","2023-06-23 00:00:00","2023-10-12 18:12:27"
"275","cagi6-invitae","CAGI6: Sherloc clinical classification","122,000 coding variants predicted for ClinVar","Invitae is a genetic testing company that publishes their variant interpretations to ClinVar. In this challenge, over 122,000 previously uncharacterized variants are provided, spanning the range of effects seen in the clinic. Following the close of this challenge, Invitae will submit their interpretations for these variants to ClinVar. Predictors are asked to interpret the pathogenicity of these variants, and the clinical utility of predictions will be assessed across multiple categories by Invitae.","","https://genomeinterpretation.org/cagi6-invitae.html","completed","1","","2021-07-08","2021-12-01","2023-06-23 00:00:00","2023-11-16 17:44:21"
"276","cagi6-splicing-vus","CAGI6: Splicing VUS","Predict whether vus disrupt splicing and contribute to genetic disorders","Variants causing aberrant splicing have been implicated in a range of common and rare disorders, including retinitis pigmentosa, autism spectrum disorder, amyotrophic lateral sclerosis, and a variety of cancers. However, such variants are frequently overlooked by diagnostic sequencing pipelines, leading to missed diagnoses for patients. Clinically ascertained variants of unknown significance underwent whole-blood based RT-PCR to test for impact on splicing. The challenge is to predict which of the tested variants disrupt splicing.","","https://genomeinterpretation.org/cagi6-splicing-vus.html","completed","1","","2021-06-08","2021-10-11","2023-06-23 00:00:00","2023-11-14 19:44:47"
"277","cagi6-stk11","CAGI6: STK11","Impact of variants in STK11 gene for Peutz-Jeghers syndrome","Serine/Threonine Kinase 11 (STK11) is considered a master kinase that functions as a tumor suppressor and nutrient sensor within a heterotrimeric complex with pseudo-kinase STRAD-alpha and structural protein MO25. Germline variants resulting in loss of STK11 define Peutz-Jaghers Syndrome, an autosomal dominant cancer predisposition syndrome marked by gastrointestinal hamartomas and freckling of the oral mucosa. Somatic loss of function variants, both nonsense and missense, occur in 15-30% of non-small cell lung adenocarcinomas, where they correlate clinically with insensitivity to anti-PD1 monoclonal antibody therapy. The challenge is to predict the impact on STK11 function for each missense variant in relation to wildtype STK11.","","https://genomeinterpretation.org/cagi6-stk11.html","completed","1","","2021-06-08","2021-09-01","2023-06-23 00:00:00","2023-11-16 17:44:00"
